atc_name|atc_code|level
metolazone and potassium-sparing agents|C03EA12|7
bendroflumethiazide and potassium-sparing agents|C03EA13|7
butizide and potassium-sparing agents|C03EA14|7
High-ceiling diuretics and potassium-sparing agents|C03EB|5
furosemide and potassium-sparing agents|C03EB01|7
bumetanide and potassium-sparing agents|C03EB02|7
OTHER DIURETICS|C03X|4
Vasopressin antagonists|C03XA|5
tolvaptan|C03XA01|7
conivaptan|C03XA02|7
PERIPHERAL VASODILATORS|C04|3
PERIPHERAL VASODILATORS|C04A|4
2-amino-1-phenylethanol derivatives|C04AA|5
isoxsuprine|C04AA01|7
buphenine|C04AA02|7
bamethan|C04AA31|7
Imidazoline derivatives|C04AB|5
phentolamine|C04AB01|7
tolazoline|C04AB02|7
Nicotinic acid and derivatives|C04AC|5
nicotinic acid|C04AC01|7
nicotinyl alcohol (pyridylcarbinol)|C04AC02|7
inositol nicotinate|C04AC03|7
ciclonicate|C04AC07|7
Purine derivatives|C04AD|5
pentifylline|C04AD01|7
xantinol nicotinate|C04AD02|7
pentoxifylline|C04AD03|7
etofylline nicotinate|C04AD04|7
Ergot alkaloids|C04AE|5
ergoloid mesylates|C04AE01|7
nicergoline|C04AE02|7
dihydroergocristine|C04AE04|7
ergoloid mesylates, combinations|C04AE51|7
dihydroergocristine, combinations|C04AE54|7
Enzymes|C04AF|5
kallidinogenase|C04AF01|7
Other peripheral vasodilators|C04AX|5
cyclandelate|C04AX01|7
phenoxybenzamine|C04AX02|7
vincamine|C04AX07|7
moxisylyte|C04AX10|7
bencyclane|C04AX11|7
vinburnine|C04AX17|7
suloctidil|C04AX19|7
buflomedil|C04AX20|7
naftidrofuryl|C04AX21|7
butalamine|C04AX23|7
visnadine|C04AX24|7
cetiedil|C04AX26|7
cinepazide|C04AX27|7
ifenprodil|C04AX28|7
azapetine|C04AX30|7
fasudil|C04AX32|7
clazosentan|C04AX33|7
VASOPROTECTIVES|C05|3
AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE|C05A|4
Corticosteroids|C05AA|5
hydrocortisone|C05AA01|7
prednisolone|C05AA04|7
betamethasone|C05AA05|7
fluorometholone|C05AA06|7
fluocortolone|C05AA08|7
dexamethasone|C05AA09|7
fluocinolone acetonide|C05AA10|7
fluocinonide|C05AA11|7
triamcinolone|C05AA12|7
Antibiotics|C05AB|5
Local anesthetics|C05AD|5
lidocaine|C05AD01|7
tetracaine|C05AD02|7
benzocaine|C05AD03|7
cinchocaine|C05AD04|7
procaine|C05AD05|7
oxetacaine|C05AD06|7
pramocaine|C05AD07|7
Muscle relaxants|C05AE|5
glyceryl trinitrate|C05AE01|7
isosorbide dinitrate|C05AE02|7
diltiazem|C05AE03|7
Other agents for treatment of hemorrhoids and anal fissures for topical use|C05AX|5
aluminium preparations|C05AX01|7
bismuth preparations, combinations|C05AX02|7
other preparations, combinations|C05AX03|7
zinc preparations|C05AX04|7
tribenoside|C05AX05|7
phenylephrine|C05AX06|7
ANTIVARICOSE THERAPY|C05B|4
Heparins or heparinoids for topical use|C05BA|5
organo-heparinoid|C05BA01|7
sodium apolate|C05BA02|7
heparin|C05BA03|7
pentosan polysulfate sodium|C05BA04|7
heparinoid, combinations|C05BA51|7
heparin, combinations|C05BA53|7
Sclerosing agents for local injection|C05BB|5
monoethanolamine oleate|C05BB01|7
polidocanol|C05BB02|7
invert sugar|C05BB03|7
sodium tetradecyl sulfate|C05BB04|7
phenol|C05BB05|7
glucose, combinations|C05BB56|7
Other sclerosing agents|C05BX|5
calcium dobesilate|C05BX01|7
calcium dobesilate, combinations|C05BX51|7
CAPILLARY STABILIZING AGENTS|C05C|4
Bioflavonoids|C05CA|5
rutoside|C05CA01|7
monoxerutin|C05CA02|7
diosmin|C05CA03|7
troxerutin|C05CA04|7
hidrosmin|C05CA05|7
rutoside, combinations|C05CA51|7
diosmin, combinations|C05CA53|7
troxerutin, combinations|C05CA54|7
Other capillary stabilizing agents|C05CX|5
tribenoside|C05CX01|7
naftazone|C05CX02|7
Hippocastani semen|C05CX03|7
OTHER VASOPROTECTIVES|C05X|4
Other vasoprotectives|C05XX|5
beperminogene perplasmid|C05XX01|7
BETA BLOCKING AGENTS|C07|3
BETA BLOCKING AGENTS|C07A|4
Beta blocking agents, non-selective|C07AA|5
alprenolol|C07AA01|7
oxprenolol|C07AA02|7
pindolol|C07AA03|7
propranolol|C07AA05|7
timolol|C07AA06|7
sotalol|C07AA07|7
nadolol|C07AA12|7
mepindolol|C07AA14|7
carteolol|C07AA15|7
tertatolol|C07AA16|7
bopindolol|C07AA17|7
bupranolol|C07AA19|7
penbutolol|C07AA23|7
cloranolol|C07AA27|7
Beta blocking agents, selective|C07AB|5
practolol|C07AB01|7
metoprolol|C07AB02|7
atenolol|C07AB03|7
acebutolol|C07AB04|7
betaxolol|C07AB05|7
bevantolol|C07AB06|7
bisoprolol|C07AB07|7
celiprolol|C07AB08|7
esmolol|C07AB09|7
epanolol|C07AB10|7
s-atenolol|C07AB11|7
nebivolol|C07AB12|7
talinolol|C07AB13|7
landiolol|C07AB14|7
Alpha and beta blocking agents|C07AG|5
labetalol|C07AG01|7
carvedilol|C07AG02|7
BETA BLOCKING AGENTS AND THIAZIDES|C07B|4
Beta blocking agents, non-selective, and thiazides|C07BA|5
oxprenolol and thiazides|C07BA02|7
propranolol and thiazides|C07BA05|7
timolol and thiazides|C07BA06|7
sotalol and thiazides|C07BA07|7
nadolol and thiazides|C07BA12|7
metipranolol and thiazides, combinations|C07BA68|7
Beta blocking agents, selective, and thiazides|C07BB|5
metoprolol and thiazides|C07BB02|7
atenolol and thiazides|C07BB03|7
acebutolol and thiazides|C07BB04|7
bevantolol and thiazides|C07BB06|7
bisoprolol and thiazides|C07BB07|7
nebivolol and thiazides|C07BB12|7
metoprolol and thiazides, combinations|C07BB52|7
Alpha and beta blocking agents and thiazides|C07BG|5
labetalol and thiazides|C07BG01|7
BETA BLOCKING AGENTS AND OTHER DIURETICS|C07C|4
Beta blocking agents, non-selective, and other diuretics|C07CA|5
oxprenolol and other diuretics|C07CA02|7
pindolol and other diuretics|C07CA03|7
bopindolol and other diuretics|C07CA17|7
penbutolol and other diuretics|C07CA23|7
Beta blocking agents, selective, and other diuretics|C07CB|5
metoprolol and other diuretics|C07CB02|7
atenolol and other diuretics|C07CB03|7
atenolol and other diuretics, combinations|C07CB53|7
Alpha and beta blocking agents and other diuretics|C07CG|5
labetalol and other diuretics|C07CG01|7
BETA BLOCKING AGENTS, THIAZIDES AND OTHER DIURETICS|C07D|4
Beta blocking agents, non-selective, thiazides and other diuretics|C07DA|5
timolol, thiazides and other diuretics|C07DA06|7
Beta blocking agents, selective, thiazides and other diuretics|C07DB|5
atenolol, thiazides and other diuretics|C07DB01|7
BETA BLOCKING AGENTS AND VASODILATORS|C07E|4
Beta blocking agents, non-selective, and vasodilators|C07EA|5
Beta blocking agents, selective, and vasodilators|C07EB|5
BETA BLOCKING AGENTS, OTHER COMBINATIONS|C07F|4
Beta blocking agents and calcium channel blockers|C07FB|5
metoprolol and felodipine|C07FB02|7
atenolol and nifedipine|C07FB03|7
bisoprolol and amlodipine|C07FB07|7
nebivolol and amlodipine|C07FB12|7
metoprolol and amlodipine|C07FB13|7
Beta blocking agents, other combinations|C07FX|5
propranolol and other combinations|C07FX01|7
sotalol and acetylsalicylic acid|C07FX02|7
metoprolol and acetylsalicylic acid|C07FX03|7
bisoprolol and acetylsalicylic acid|C07FX04|7
metoprolol and ivabradine|C07FX05|7
carvedilol and ivabradine|C07FX06|7
CALCIUM CHANNEL BLOCKERS|C08|3
SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS|C08C|4
Dihydropyridine derivatives|C08CA|5
amlodipine|C08CA01|7
felodipine|C08CA02|7
isradipine|C08CA03|7
nicardipine|C08CA04|7
nifedipine|C08CA05|7
nimodipine|C08CA06|7
nisoldipine|C08CA07|7
nitrendipine|C08CA08|7
lacidipine|C08CA09|7
nilvadipine|C08CA10|7
manidipine|C08CA11|7
barnidipine|C08CA12|7
lercanidipine|C08CA13|7
cilnidipine|C08CA14|7
benidipine|C08CA15|7
clevidipine|C08CA16|7
levamlodipine|C08CA17|7
amlodipine and celecoxib|C08CA51|7
nifedipine, combinations|C08CA55|7
Other selective calcium channel blockers with mainly vascular effects|C08CX|5
mibefradil|C08CX01|7
SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS|C08D|4
Phenylalkylamine derivatives|C08DA|5
verapamil|C08DA01|7
gallopamil|C08DA02|7
etripamil|C08DA03|7
verapamil, combinations|C08DA51|7
Benzothiazepine derivatives|C08DB|5
diltiazem|C08DB01|7
NON-SELECTIVE CALCIUM CHANNEL BLOCKERS|C08E|4
Phenylalkylamine derivatives|C08EA|5
fendiline|C08EA01|7
bepridil|C08EA02|7
Other non-selective calcium channel blockers|C08EX|5
lidoflazine|C08EX01|7
perhexiline|C08EX02|7
CALCIUM CHANNEL BLOCKERS AND DIURETICS|C08G|4
Calcium channel blockers and diuretics|C08GA|5
nifedipine and diuretics|C08GA01|7
amlodipine and diuretics|C08GA02|7
AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM|C09|3
ACE INHIBITORS, PLAIN|C09A|4
ACE inhibitors, plain|C09AA|5
captopril|C09AA01|7
enalapril|C09AA02|7
lisinopril|C09AA03|7
perindopril|C09AA04|7
ramipril|C09AA05|7
quinapril|C09AA06|7
benazepril|C09AA07|7
cilazapril|C09AA08|7
fosinopril|C09AA09|7
trandolapril|C09AA10|7
spirapril|C09AA11|7
delapril|C09AA12|7
moexipril|C09AA13|7
temocapril|C09AA14|7
zofenopril|C09AA15|7
imidapril|C09AA16|7
ACE INHIBITORS, COMBINATIONS|C09B|4
ACE inhibitors and diuretics|C09BA|5
captopril and diuretics|C09BA01|7
enalapril and diuretics|C09BA02|7
lisinopril and diuretics|C09BA03|7
perindopril and diuretics|C09BA04|7
ramipril and diuretics|C09BA05|7
quinapril and diuretics|C09BA06|7
benazepril and diuretics|C09BA07|7
cilazapril and diuretics|C09BA08|7
fosinopril and diuretics|C09BA09|7
delapril and diuretics|C09BA12|7
moexipril and diuretics|C09BA13|7
zofenopril and diuretics|C09BA15|7
ACE inhibitors and calcium channel blockers|C09BB|5
enalapril and lercanidipine|C09BB02|7
lisinopril and amlodipine|C09BB03|7
perindopril and amlodipine|C09BB04|7
ramipril and felodipine|C09BB05|7
enalapril and nitrendipine|C09BB06|7
ramipril and amlodipine|C09BB07|7
trandolapril and verapamil|C09BB10|7
delapril and manidipine|C09BB12|7
benazepril and amlodipine|C09BB13|7
ACE inhibitors, other combinations|C09BX|5
perindopril, amlodipine and indapamide|C09BX01|7
perindopril and bisoprolol|C09BX02|7
ramipril, amlodipine and hydrochlorothiazide|C09BX03|7
perindopril, bisoprolol and amlodipine|C09BX04|7
ramipril and bisoprolol|C09BX05|7
perindopril, bisoprolol, amlodipine and indapamide|C09BX06|7
zofenopril and nebivolol|C09BX07|7
ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN|C09C|4
Angiotensin II receptor blockers (ARBs), plain|C09CA|5
losartan|C09CA01|7
eprosartan|C09CA02|7
valsartan|C09CA03|7
irbesartan|C09CA04|7
tasosartan|C09CA05|7
candesartan|C09CA06|7
telmisartan|C09CA07|7
olmesartan medoxomil|C09CA08|7
azilsartan medoxomil|C09CA09|7
fimasartan|C09CA10|7
ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS|C09D|4
Angiotensin II receptor blockers (ARBs) and diuretics|C09DA|5
losartan and diuretics|C09DA01|7
eprosartan and diuretics|C09DA02|7
valsartan and diuretics|C09DA03|7
irbesartan and diuretics|C09DA04|7
candesartan and diuretics|C09DA06|7
telmisartan and diuretics|C09DA07|7
olmesartan medoxomil and diuretics|C09DA08|7
azilsartan medoxomil and diuretics|C09DA09|7
fimasartan and diuretics|C09DA10|7
Angiotensin II receptor blockers (ARBs) and calcium channel blockers|C09DB|5
valsartan and amlodipine|C09DB01|7
olmesartan medoxomil and amlodipine|C09DB02|7
telmisartan and amlodipine|C09DB04|7
irbesartan and amlodipine|C09DB05|7
losartan and amlodipine|C09DB06|7
candesartan and amlodipine|C09DB07|7
valsartan and lercanidipine|C09DB08|7
fimasartan and amlodipine|C09DB09|7
Angiotensin II receptor blockers (ARBs), other combinations|C09DX|5
valsartan, amlodipine and hydrochlorothiazide|C09DX01|7
valsartan and aliskiren|C09DX02|7
olmesartan medoxomil, amlodipine and hydrochlorothiazide|C09DX03|7
valsartan and sacubitril|C09DX04|7
valsartan and nebivolol|C09DX05|7
candesartan, amlodipine and hydrochlorothiazide|C09DX06|7
irbesartan, amlodipine and hydrochlorothiazide|C09DX07|7
telmisartan, amlodipine and hydrochlorothiazide|C09DX08|7
OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM|C09X|4
Renin-inhibitors|C09XA|5
remikiren|C09XA01|7
aliskiren|C09XA02|7
aliskiren and hydrochlorothiazide|C09XA52|7
aliskiren and amlodipine|C09XA53|7
aliskiren, amlodipine and hydrochlorothiazide|C09XA54|7
Other agents acting on the renin-angiotensin system|C09XX|5
sparsentan|C09XX01|7
LIPID MODIFYING AGENTS|C10|3
LIPID MODIFYING AGENTS, PLAIN|C10A|4
HMG CoA reductase inhibitors|C10AA|5
simvastatin|C10AA01|7
lovastatin|C10AA02|7
pravastatin|C10AA03|7
fluvastatin|C10AA04|7
atorvastatin|C10AA05|7
cerivastatin|C10AA06|7
rosuvastatin|C10AA07|7
pitavastatin|C10AA08|7
Fibrates|C10AB|5
clofibrate|C10AB01|7
bezafibrate|C10AB02|7
aluminium clofibrate|C10AB03|7
gemfibrozil|C10AB04|7
fenofibrate|C10AB05|7
simfibrate|C10AB06|7
ronifibrate|C10AB07|7
ciprofibrate|C10AB08|7
etofibrate|C10AB09|7
clofibride|C10AB10|7
choline fenofibrate|C10AB11|7
pemafibrate|C10AB12|7
Bile acid sequestrants|C10AC|5
colestyramine|C10AC01|7
colestipol|C10AC02|7
colextran|C10AC03|7
colesevelam|C10AC04|7
Nicotinic acid and derivatives|C10AD|5
niceritrol|C10AD01|7
nicotinic acid|C10AD02|7
nicofuranose|C10AD03|7
aluminium nicotinate|C10AD04|7
nicotinyl alcohol (pyridylcarbinol)|C10AD05|7
acipimox|C10AD06|7
nicotinic acid, combinations|C10AD52|7
Other lipid modifying agents|C10AX|5
dextrothyroxine|C10AX01|7
probucol|C10AX02|7
tiadenol|C10AX03|7
meglutol|C10AX05|7
omega-3-triglycerides incl. other esters and acids|C10AX06|7
magnesium pyridoxal 5-phosphate glutamate|C10AX07|7
policosanol|C10AX08|7
ezetimibe|C10AX09|7
alipogene tiparvovec|C10AX10|7
mipomersen|C10AX11|7
lomitapide|C10AX12|7
evolocumab|C10AX13|7
alirocumab|C10AX14|7
bempedoic acid|C10AX15|7
inclisiran|C10AX16|7
evinacumab|C10AX17|7
volanesorsen|C10AX18|7
LIPID MODIFYING AGENTS, COMBINATIONS|C10B|4
Combinations of various lipid modifying agents|C10BA|5
lovastatin and nicotinic acid|C10BA01|7
simvastatin and ezetimibe|C10BA02|7
pravastatin and fenofibrate|C10BA03|7
simvastatin and fenofibrate|C10BA04|7
atorvastatin and ezetimibe|C10BA05|7
rosuvastatin and ezetimibe|C10BA06|7
rosuvastatin and omega-3 fatty acids|C10BA07|7
atorvastatin and omega-3 fatty acids|C10BA08|7
rosuvastatin and fenofibrate|C10BA09|7
bempedoic acid and ezetimibe|C10BA10|7
pravastatin and ezetimibe|C10BA11|7
pravastatin, ezetimibe and fenofibrate|C10BA12|7
pitavastatin and ezetimibe|C10BA13|7
Lipid modifying agents in combination with other drugs|C10BX|5
simvastatin and acetylsalicylic acid|C10BX01|7
pravastatin and acetylsalicylic acid|C10BX02|7
atorvastatin and amlodipine|C10BX03|7
simvastatin, acetylsalicylic acid and ramipril|C10BX04|7
rosuvastatin and acetylsalicylic acid|C10BX05|7
atorvastatin, acetylsalicylic acid and ramipril|C10BX06|7
rosuvastatin, amlodipine and lisinopril|C10BX07|7
atorvastatin and acetylsalicylic acid|C10BX08|7
rosuvastatin and amlodipine|C10BX09|7
rosuvastatin and valsartan|C10BX10|7
atorvastatin, amlodipine and perindopril|C10BX11|7
atorvastatin, acetylsalicylic acid and perindopril|C10BX12|7
rosuvastatin, perindopril and indapamide|C10BX13|7
rosuvastatin, amlodipine and perindopril|C10BX14|7
atorvastatin and perindopril|C10BX15|7
rosuvastatin and fimasartan|C10BX16|7
rosuvastatin and ramipril|C10BX17|7
atorvastatin, amlodipine and ramipril|C10BX18|7
atorvastatin, amlodipine and candesartan|C10BX19|7
rosuvastatin and telmisartan|C10BX20|7
rosuvastatin and perindopril|C10BX21|7
rosuvastatin and nebivolol|C10BX22|7
DERMATOLOGICALS|D|1
ANTIFUNGALS FOR DERMATOLOGICAL USE|D01|3
ANTIFUNGALS FOR TOPICAL USE|D01A|4
Antibiotics|D01AA|5
nystatin|D01AA01|7
natamycin|D01AA02|7
hachimycin|D01AA03|7
pecilocin|D01AA04|7
mepartricin|D01AA06|7
pyrrolnitrin|D01AA07|7
griseofulvin|D01AA08|7
antibiotics in combination with corticosteroids|D01AA20|7
Imidazole and triazole derivatives|D01AC|5
clotrimazole|D01AC01|7
miconazole|D01AC02|7
econazole|D01AC03|7
chlormidazole|D01AC04|7
isoconazole|D01AC05|7
tiabendazole|D01AC06|7
tioconazole|D01AC07|7
ketoconazole|D01AC08|7
sulconazole|D01AC09|7
bifonazole|D01AC10|7
oxiconazole|D01AC11|7
fenticonazole|D01AC12|7
omoconazole|D01AC13|7
sertaconazole|D01AC14|7
fluconazole|D01AC15|7
flutrimazole|D01AC16|7
eberconazole|D01AC17|7
luliconazole|D01AC18|7
efinaconazole|D01AC19|7
imidazoles/triazoles in combination with corticosteroids|D01AC20|7
neticonazole|D01AC21|7
lanoconazole|D01AC22|7
miconazole, combinations|D01AC52|7
bifonazole, combinations|D01AC60|7
Other antifungals for topical use|D01AE|5
bromochlorosalicylanilide|D01AE01|7
methylrosaniline|D01AE02|7
tribromometacresol|D01AE03|7
undecylenic acid|D01AE04|7
polynoxylin|D01AE05|7
2-(4-chlorphenoxy)-ethanol|D01AE06|7
chlorphenesin|D01AE07|7
ticlatone|D01AE08|7
sulbentine|D01AE09|7
ethyl hydroxybenzoate|D01AE10|7
haloprogin|D01AE11|7
salicylic acid|D01AE12|7
selenium sulfide|D01AE13|7
ciclopirox|D01AE14|7
terbinafine|D01AE15|7
amorolfine|D01AE16|7
dimazole|D01AE17|7
tolnaftate|D01AE18|7
tolciclate|D01AE19|7
combinations|D01AE20|7
flucytosine|D01AE21|7
naftifine|D01AE22|7
butenafine|D01AE23|7
tavaborole|D01AE24|7
liranaftate|D01AE25|7
undecylenic acid, combinations|D01AE54|7
ANTIFUNGALS FOR SYSTEMIC USE|D01B|4
Antifungals for systemic use|D01BA|5
griseofulvin|D01BA01|7
terbinafine|D01BA02|7
fosravuconazole|D01BA03|7
EMOLLIENTS AND PROTECTIVES|D02|3
EMOLLIENTS AND PROTECTIVES|D02A|4
Silicone products|D02AA|5
Zinc products|D02AB|5
Soft paraffin and fat products|D02AC|5
Liquid plasters|D02AD|5
Carbamide products|D02AE|5
carbamide|D02AE01|7
carbamide, combinations|D02AE51|7
Salicylic acid preparations|D02AF|5
Other emollients and protectives|D02AX|5
PROTECTIVES AGAINST UV-RADIATION|D02B|4
Protectives against UV-radiation for topical use|D02BA|5
aminobenzoic acid|D02BA01|7
octinoxate|D02BA02|7
Protectives against UV-radiation for systemic use|D02BB|5
betacarotene|D02BB01|7
afamelanotide|D02BB02|7
PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS|D03|3
CICATRIZANTS|D03A|4
Cod-liver oil ointments|D03AA|5
Other cicatrizants|D03AX|5
cadexomer iodine|D03AX01|7
dextranomer|D03AX02|7
dexpanthenol|D03AX03|7
calcium pantothenate|D03AX04|7
hyaluronic acid|D03AX05|7
becaplermin|D03AX06|7
crilanomer|D03AX09|7
enoxolone|D03AX10|7
sodium chlorite|D03AX11|7
trolamine|D03AX12|7
Betulae cortex|D03AX13|7
Centella asiatica herba, incl. combinations|D03AX14|7
trafermin|D03AX15|7
beremagene geperpavec|D03AX16|7
ENZYMES|D03B|4
Proteolytic enzymes|D03BA|5
trypsin|D03BA01|7
collagenase|D03BA02|7
bromelains|D03BA03|7
collagenase, combinations|D03BA52|7
ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.|D04|3
ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.|D04A|4
Antihistamines for topical use|D04AA|5
thonzylamine|D04AA01|7
mepyramine|D04AA02|7
thenalidine|D04AA03|7
tripelennamine|D04AA04|7
chloropyramine|D04AA09|7
promethazine|D04AA10|7
tolpropamine|D04AA12|7
dimetindene|D04AA13|7
clemastine|D04AA14|7
bamipine|D04AA15|7
pheniramine|D04AA16|7
isothipendyl|D04AA22|7
diphenhydramine|D04AA32|7
diphenhydramine methylbromide|D04AA33|7
chlorphenoxamine|D04AA34|7
Anesthetics for topical use|D04AB|5
lidocaine|D04AB01|7
cinchocaine|D04AB02|7
oxybuprocaine|D04AB03|7
benzocaine|D04AB04|7
quinisocaine|D04AB05|7
tetracaine|D04AB06|7
pramocaine|D04AB07|7
Other antipruritics|D04AX|5
doxepin|D04AX01|7
ANTIPSORIATICS|D05|3
ANTIPSORIATICS FOR TOPICAL USE|D05A|4
Tars|D05AA|5
Antracen derivatives|D05AC|5
dithranol|D05AC01|7
dithranol, combinations|D05AC51|7
Psoralens for topical use|D05AD|5
trioxysalen|D05AD01|7
methoxsalen|D05AD02|7
Other antipsoriatics for topical use|D05AX|5
fumaric acid|D05AX01|7
calcipotriol|D05AX02|7
calcitriol|D05AX03|7
tacalcitol|D05AX04|7
tazarotene|D05AX05|7
roflumilast|D05AX06|7
tapinarof|D05AX07|7
calcipotriol, combinations|D05AX52|7
tazarotene and ulobetasol|D05AX55|7
ANTIPSORIATICS FOR SYSTEMIC USE|D05B|4
Psoralens for systemic use|D05BA|5
trioxysalen|D05BA01|7
methoxsalen|D05BA02|7
bergapten|D05BA03|7
Retinoids for treatment of psoriasis|D05BB|5
etretinate|D05BB01|7
acitretin|D05BB02|7
Other antipsoriatics for systemic use|D05BX|5
fumaric acid derivatives, combinations|D05BX51|7
ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE|D06|3
ANTIBIOTICS FOR TOPICAL USE|D06A|4
Tetracycline and derivatives|D06AA|5
demeclocycline|D06AA01|7
chlortetracycline|D06AA02|7
oxytetracycline|D06AA03|7
tetracycline|D06AA04|7
Other antibiotics for topical use|D06AX|5
fusidic acid|D06AX01|7
chloramphenicol|D06AX02|7
neomycin|D06AX04|7
bacitracin|D06AX05|7
gentamicin|D06AX07|7
tyrothricin|D06AX08|7
mupirocin|D06AX09|7
virginiamycin|D06AX10|7
rifaximin|D06AX11|7
amikacin|D06AX12|7
retapamulin|D06AX13|7
ozenoxacin|D06AX14|7
rifamycin|D06AX15|7
CHEMOTHERAPEUTICS FOR TOPICAL USE|D06B|4
Sulfonamides|D06BA|5
silver sulfadiazine|D06BA01|7
sulfathiazole|D06BA02|7
mafenide|D06BA03|7
sulfamethizole|D06BA04|7
sulfanilamide|D06BA05|7
sulfamerazine|D06BA06|7
silver sulfadiazine, combinations|D06BA51|7
Antivirals|D06BB|5
idoxuridine|D06BB01|7
tromantadine|D06BB02|7
aciclovir|D06BB03|7
podophyllotoxin|D06BB04|7
inosine|D06BB05|7
penciclovir|D06BB06|7
lysozyme|D06BB07|7
ibacitabine|D06BB08|7
edoxudine|D06BB09|7
imiquimod|D06BB10|7
docosanol|D06BB11|7
sinecatechins|D06BB12|7
aciclovir, combinations|D06BB53|7
Other chemotherapeutics|D06BX|5
metronidazole|D06BX01|7
ingenol mebutate|D06BX02|7
tirbanibulin|D06BX03|7
ANTIBIOTICS AND CHEMOTHERAPEUTICS, COMBINATIONS|D06C|4
CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS|D07|3
CORTICOSTEROIDS, PLAIN|D07A|4
Corticosteroids, weak (group I)|D07AA|5
methylprednisolone|D07AA01|7
hydrocortisone|D07AA02|7
prednisolone|D07AA03|7
Corticosteroids, moderately potent (group II)|D07AB|5
clobetasone|D07AB01|7
hydrocortisone butyrate|D07AB02|7
flumetasone|D07AB03|7
fluocortin|D07AB04|7
fluperolone|D07AB05|7
fluorometholone|D07AB06|7
fluprednidene|D07AB07|7
desonide|D07AB08|7
triamcinolone|D07AB09|7
alclometasone|D07AB10|7
hydrocortisone buteprate|D07AB11|7
dexamethasone|D07AB19|7
clocortolone|D07AB21|7
combinations of corticosteroids|D07AB30|7
Corticosteroids, potent (group III)|D07AC|5
betamethasone|D07AC01|7
fluclorolone|D07AC02|7
desoximetasone|D07AC03|7
fluocinolone acetonide|D07AC04|7
fluocortolone|D07AC05|7
diflucortolone|D07AC06|7
fludroxycortide|D07AC07|7
fluocinonide|D07AC08|7
budesonide|D07AC09|7
diflorasone|D07AC10|7
amcinonide|D07AC11|7
halometasone|D07AC12|7
mometasone|D07AC13|7
methylprednisolone aceponate|D07AC14|7
beclometasone|D07AC15|7
hydrocortisone aceponate|D07AC16|7
fluticasone|D07AC17|7
prednicarbate|D07AC18|7
difluprednate|D07AC19|7
ulobetasol|D07AC21|7
Corticosteroids, very potent (group IV)|D07AD|5
clobetasol|D07AD01|7
halcinonide|D07AD02|7
CORTICOSTEROIDS, COMBINATIONS WITH ANTISEPTICS|D07B|4
Corticosteroids, weak, combinations with antiseptics|D07BA|5
prednisolone and antiseptics|D07BA01|7
hydrocortisone and antiseptics|D07BA04|7
Corticosteroids, moderately potent, combinations with antiseptics|D07BB|5
flumetasone and antiseptics|D07BB01|7
desonide and antiseptics|D07BB02|7
triamcinolone and antiseptics|D07BB03|7
hydrocortisone butyrate and antiseptics|D07BB04|7
Corticosteroids, potent, combinations with antiseptics|D07BC|5
betamethasone and antiseptics|D07BC01|7
fluocinolone acetonide and antiseptics|D07BC02|7
fluocortolone and antiseptics|D07BC03|7
diflucortolone and antiseptics|D07BC04|7
Corticosteroids, very potent, combinations with antiseptics|D07BD|5
CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS|D07C|4
Corticosteroids, weak, combinations with antibiotics|D07CA|5
hydrocortisone and antibiotics|D07CA01|7
methylprednisolone and antibiotics|D07CA02|7
prednisolone and antibiotics|D07CA03|7
Corticosteroids, moderately potent, combinations with antibiotics|D07CB|5
triamcinolone and antibiotics|D07CB01|7
fluprednidene and antibiotics|D07CB02|7
fluorometholone and antibiotics|D07CB03|7
dexamethasone and antibiotics|D07CB04|7
flumetasone and antibiotics|D07CB05|7
Corticosteroids, potent, combinations with antibiotics|D07CC|5
betamethasone and antibiotics|D07CC01|7
fluocinolone acetonide and antibiotics|D07CC02|7
fludroxycortide and antibiotics|D07CC03|7
beclometasone and antibiotics|D07CC04|7
fluocinonide and antibiotics|D07CC05|7
fluocortolone and antibiotics|D07CC06|7
Corticosteroids, very potent, combinations with antibiotics|D07CD|5
clobetasol and antibiotics|D07CD01|7
CORTICOSTEROIDS, OTHER COMBINATIONS|D07X|4
Corticosteroids, weak, other combinations|D07XA|5
hydrocortisone|D07XA01|7
prednisolone|D07XA02|7
Corticosteroids, moderately potent, other combinations|D07XB|5
flumetasone|D07XB01|7
triamcinolone|D07XB02|7
fluprednidene|D07XB03|7
fluorometholone|D07XB04|7
dexamethasone|D07XB05|7
combinations of corticosteroids|D07XB30|7
Corticosteroids, potent, other combinations|D07XC|5
